Event,Date,Fight Number,Division,Weightclass,Fighter,Opponent,Result,Method,Round,Time,Sig Strikes,Takedowns,Sub Attempts,Guard Passes,Url
UFC on Fox: Henderson vs Thomson,1/25/2014,5,Bantamweight,135,Eddie Wineland,Yves Jabouin,1,KO/TKO  Punches,2,4:16,54,0,0,3,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC on Fox: Henderson vs Thomson,1/25/2014,5,Bantamweight,135,Yves Jabouin,Eddie Wineland,0,KO/TKO  Punches,2,4:16,33,0,0,0,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC on Fox: Henderson vs Thomson,1/25/2014,6,Bantamweight,135,Chico Camus,Yaotzin Meza,0,Overturned,3,5:00,12,2,1,11,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC on Fox: Henderson vs Thomson,1/25/2014,6,Bantamweight,135,Yaotzin Meza,Chico Camus,0,Overturned,3,5:00,12,1,0,1,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC on Fox: Henderson vs Thomson,1/25/2014,7,Bantamweight,135,Hugo Viana,Junior Hernandez,1,U-DEC,3,5:00,79,0,0,0,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC on Fox: Henderson vs Thomson,1/25/2014,7,Bantamweight,135,Junior Hernandez,Hugo Viana,0,U-DEC,3,5:00,40,0,0,0,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC on Fox: Henderson vs Thomson,1/25/2014,8,Lightweight,155,Mike Rio,Daron Cruickshank,0,KO/TKO  Kick,2,4:56,10,0,1,0,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC on Fox: Henderson vs Thomson,1/25/2014,8,Lightweight,155,Daron Cruickshank,Mike Rio,1,KO/TKO  Kick,2,4:56,46,1,1,1,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC on Fox: Henderson vs Thomson,1/25/2014,9,Welterweight,170,Mike Rhodes,George Sullivan,0,U-DEC,3,5:00,51,2,1,0,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC on Fox: Henderson vs Thomson,1/25/2014,9,Welterweight,170,George Sullivan,Mike Rhodes,1,U-DEC,3,5:00,61,2,0,2,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC on Fox: Henderson vs Thomson,1/25/2014,10,Heavyweight,265,Nikita Krylov,Walt Harris,1,KO/TKO  Kick,1,0:25,11,0,0,0,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC on Fox: Henderson vs Thomson,1/25/2014,10,Heavyweight,265,Walt Harris,Nikita Krylov,0,KO/TKO  Kick,1,0:25,1,0,0,0,http://www.fightmetric.com/event-details/a8d521d913df4e31
UFC Fight Night: Rockhold vs Philippou,1/15/2014,0,Middleweight,185,Luke Rockhold,Costas Philippou,1,KO/TKO  Kick,1,2:31,12,0,0,0,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,0,Middleweight,185,Costas Philippou,Luke Rockhold,0,KO/TKO  Kick,1,2:31,4,0,0,0,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,1,Middleweight,185,Brad Tavares,Lorenz Larkin,1,U-DEC,3,5:00,45,2,0,1,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,1,Middleweight,185,Lorenz Larkin,Brad Tavares,0,U-DEC,3,5:00,39,0,0,0,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,2,Bantamweight,135,TJ Dillashaw,Mike Easton,1,U-DEC,3,5:00,117,2,0,3,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,2,Bantamweight,135,Mike Easton,TJ Dillashaw,0,U-DEC,3,5:00,46,0,0,0,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,3,Middleweight,185,Yoel Romero,Derek Brunson,1,KO/TKO  Elbows,3,3:23,60,0,0,0,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,3,Middleweight,185,Derek Brunson,Yoel Romero,0,KO/TKO  Elbows,3,3:23,38,3,0,2,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,4,Flyweight,125,John Moraga,Dustin Ortiz,1,S-DEC,3,5:00,43,0,1,1,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,4,Flyweight,125,Dustin Ortiz,John Moraga,0,S-DEC,3,5:00,35,2,0,6,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,5,Featherweight,145,Sam Sicilia,Cole Miller,0,SUB  Rear Naked Choke,2,1:54,14,0,0,0,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,5,Featherweight,145,Cole Miller,Sam Sicilia,1,SUB  Rear Naked Choke,2,1:54,38,0,1,3,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,6,Lightweight,155,Justin Edwards,Ramsey Nijem,0,U-DEC,3,5:00,25,0,1,0,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,6,Lightweight,155,Ramsey Nijem,Justin Edwards,1,U-DEC,3,5:00,46,5,1,3,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,7,Lightweight,155,Isaac Vallie-Flagg,Elias Silverio,0,U-DEC,3,5:00,21,0,0,0,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,7,Lightweight,155,Elias Silverio,Isaac Vallie-Flagg,1,U-DEC,3,5:00,81,4,0,7,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,8,Middleweight,185,Brian Houston,Trevor Smith,0,S-DEC,3,5:00,30,1,0,0,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,8,Middleweight,185,Trevor Smith,Brian Houston,1,S-DEC,3,5:00,57,1,1,4,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,9,Flyweight,125,Alptekin Ozkilic,Louis Smolka,0,U-DEC,3,5:00,60,9,0,7,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,9,Flyweight,125,Louis Smolka,Alptekin Ozkilic,1,U-DEC,3,5:00,92,0,1,2,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,10,Lightweight,155,Garett Whiteley,Vinc Pichel,0,U-DEC,3,5:00,44,0,2,0,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,10,Lightweight,155,Vinc Pichel,Garett Whiteley,1,U-DEC,3,5:00,44,8,1,8,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,11,Lightweight,155,Beneil Dariush,Charlie Brenneman,1,SUB  Rear Naked Choke,1,1:45,9,0,1,1,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Rockhold vs Philippou,1/15/2014,11,Lightweight,155,Charlie Brenneman,Beneil Dariush,0,SUB  Rear Naked Choke,1,1:45,5,0,0,0,http://www.fightmetric.com/event-details/30a09e43f15f1d75
UFC Fight Night: Saffiedine vs Lim,1/4/2014,0,Welterweight,170,Tarec Saffiedine,Hyun Gyu Lim,1,U-DEC,5,5:00,120,1,1,6,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,0,Welterweight,170,Hyun Gyu Lim,Tarec Saffiedine,0,U-DEC,5,5:00,122,0,1,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,1,Featherweight,145,Tatsuya Kawajiri,Sean Soriano,1,SUB  Rear Naked Choke,2,0:50,32,3,1,3,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,1,Featherweight,145,Sean Soriano,Tatsuya Kawajiri,0,SUB  Rear Naked Choke,2,0:50,19,0,0,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,2,Welterweight,170,Kiichi Kunimoto,Luiz Dutra,1,DQ,1,2:57,12,0,0,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,2,Welterweight,170,Luiz Dutra,Kiichi Kunimoto,0,DQ,1,2:57,10,0,0,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,3,Bantamweight,135,Kyung Ho Kang,Shunichi Shimizu,1,SUB  Arm Triangle,3,3:53,65,2,4,4,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,3,Bantamweight,135,Shunichi Shimizu,Kyung Ho Kang,0,SUB  Arm Triangle,3,3:53,2,0,0,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,4,Featherweight,145,Max Holloway,Will Chope,1,KO/TKO  Punch,2,2:27,74,0,0,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,4,Featherweight,145,Will Chope,Max Holloway,0,KO/TKO  Punch,2,2:27,33,0,0,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,5,Lightweight,155,Katsunori Kikuno,Quinn Mulhern,1,U-DEC,3,5:00,23,3,0,9,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,5,Lightweight,155,Quinn Mulhern,Katsunori Kikuno,0,U-DEC,3,5:00,16,0,0,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,6,Bantamweight,135,Royston Wee,Dave Galera,1,U-DEC,3,5:00,8,6,0,9,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,6,Bantamweight,135,Dave Galera,Royston Wee,0,U-DEC,3,5:00,25,0,2,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,7,Lightweight,155,Tae Hyun Bang,Mairbek Taisumov,0,U-DEC,3,5:00,26,0,0,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,7,Lightweight,155,Mairbek Taisumov,Tae Hyun Bang,1,U-DEC,3,5:00,33,5,0,2,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,8,Bantamweight,135,Jon Delos Reyes,Dustin Kimura,0,SUB  Armbar,1,2:13,9,1,0,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,8,Bantamweight,135,Dustin Kimura,Jon Delos Reyes,1,SUB  Armbar,1,2:13,1,0,1,0,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,9,Bantamweight,135,Russell Doane,Leandro Issa,1,SUB  Triangle Choke,2,4:59,43,0,1,3,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC Fight Night: Saffiedine vs Lim,1/4/2014,9,Bantamweight,135,Leandro Issa,Russell Doane,0,SUB  Triangle Choke,2,4:59,17,2,1,2,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6
UFC 168: Weidman vs Silva 2,12/28/2013,0,Middleweight,185,Chris Weidman,Anderson Silva,1,KO/TKO,2,1:16,20,1,1,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,0,Middleweight,185,Anderson Silva,Chris Weidman,0,KO/TKO,2,1:16,8,0,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,1,Women's Bantamweight,135,Ronda Rousey,Miesha Tate,1,SUB  Armbar,3,0:58,40,6,3,3,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,1,Women's Bantamweight,135,Miesha Tate,Ronda Rousey,0,SUB  Armbar,3,0:58,24,1,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,2,Heavyweight,265,Travis Browne,Josh Barnett,1,KO/TKO  Elbows,1,1:00,12,0,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,2,Heavyweight,265,Josh Barnett,Travis Browne,0,KO/TKO  Elbows,1,1:00,5,0,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,3,Lightweight,155,Jim Miller,Fabricio Camoes,1,SUB  Armbar,1,3:42,6,1,1,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,3,Lightweight,155,Fabricio Camoes,Jim Miller,0,SUB  Armbar,1,3:42,11,0,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,4,Featherweight,145,Dustin Poirier,Diego Brandao,1,KO/TKO  Punches,1,4:54,44,0,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,4,Featherweight,145,Diego Brandao,Dustin Poirier,0,KO/TKO  Punches,1,4:54,16,1,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,5,Middleweight,185,Uriah Hall,Chris Leben,1,KO/TKO,1,5:00,20,0,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,5,Middleweight,185,Chris Leben,Uriah Hall,0,KO/TKO,1,5:00,11,0,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,6,Lightweight,155,Michael Johnson,Gleison Tibau,1,KO/TKO  Punch,2,1:32,22,0,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,6,Lightweight,155,Gleison Tibau,Michael Johnson,0,KO/TKO  Punch,2,1:32,12,0,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,7,Featherweight,145,Dennis Siver,Manvel Gamburyan,0,Overturned,3,5:00,54,2,0,2,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,7,Featherweight,145,Manny Gamburyan,Dennis Siver,0,Overturned,3,5:00,14,3,0,3,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,8,Welterweight,170,Siyar Bahadurzada,John Howard,0,U-DEC,3,5:00,44,1,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,8,Welterweight,170,John Howard,Siyar Bahadurzada,1,U-DEC,3,5:00,47,3,0,6,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,9,Welterweight,170,Bobby Voelker,William Patolino,0,U-DEC,3,5:00,61,0,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,9,Welterweight,170,"William ""Patolino"" Macario",Bobby Voelker,1,U-DEC,3,5:00,133,3,0,0,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,10,Featherweight,145,Robbie Peralta,Estevan Payan,1,KO/TKO  Punches,3,0:12,34,2,0,2,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC 168: Weidman vs Silva 2,12/28/2013,10,Featherweight,145,Estevan Payan,Robert Peralta,0,KO/TKO  Punches,3,0:12,32,1,0,2,http://www.fightmetric.com/event-details/83d0de122f2f9664
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,0,Flyweight,125,Demetrious Johnson,Joseph Benavidez,1,KO/TKO  Punch,1,2:08,7,0,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,0,Flyweight,125,Joseph Benavidez,Demetrious Johnson,0,KO/TKO  Punch,1,2:08,4,0,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,1,Bantamweight,135,Urijah Faber,Michael McDonald,1,SUB  Guillotine Choke,2,3:22,29,1,1,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,1,Bantamweight,135,Michael McDonald,Urijah Faber,0,SUB  Guillotine Choke,2,3:22,9,0,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,2,Featherweight,145,Chad Mendes,Nik Lentz,1,U-DEC,3,5:00,35,7,1,1,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,2,Featherweight,145,Nik Lentz,Chad Mendes,0,U-DEC,3,5:00,40,0,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,3,Lightweight,155,Joe Lauzon,Mac Danzig,1,U-DEC,3,5:00,43,3,2,9,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,3,Lightweight,155,Mac Danzig,Joe Lauzon,0,U-DEC,3,5:00,52,0,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,4,Welterweight,170,Ryan LaFlare,Court McGee,1,U-DEC,3,5:00,68,4,1,1,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,4,Welterweight,170,Court McGee,Ryan LaFlare,0,U-DEC,3,5:00,54,4,2,1,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,5,Lightweight,155,Edson Barboza,Danny Castillo,1,M-DEC,3,5:00,43,0,1,1,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,5,Lightweight,155,Danny Castillo,Edson Barboza,0,M-DEC,3,5:00,55,1,1,3,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,6,Lightweight,155,Bobby Green,Pat Healy,1,U-DEC,3,5:00,80,3,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,6,Lightweight,155,Pat Healy,Bobby Green,0,U-DEC,3,5:00,59,2,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,7,Flyweight,125,Zach Makovsky,Scott Jorgensen,1,U-DEC,3,5:00,26,6,1,3,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,7,Flyweight,125,Scott Jorgensen,Zach Makovsky,0,U-DEC,3,5:00,31,1,1,2,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,8,Lightweight,155,Cody McKenzie,Sam Stout,0,U-DEC,3,5:00,31,1,0,1,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,8,Lightweight,155,Sam Stout,Cody McKenzie,1,U-DEC,3,5:00,54,1,1,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,9,Lightweight,155,Roger Bowling,Abel Trujillo,0,KO/TKO  Punches,2,1:35,9,0,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,9,Lightweight,155,Abel Trujillo,Roger Bowling,1,KO/TKO  Punches,2,1:35,43,5,0,2,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,10,Flyweight,125,Alptekin Ozkilic,Darren Uyenoyama,1,S-DEC,3,5:00,27,3,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,10,Flyweight,125,Darren Uyenoyama,Alptekin Ozkilic,0,S-DEC,3,5:00,33,2,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,0,Heavyweight,265,Mark Hunt,Antonio Silva,0,M-DEC,5,5:00,103,2,0,1,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,0,Heavyweight,265,"Antonio ""Bigfoot"" Silva",Mark Hunt,0,M-DEC,5,5:00,97,0,0,3,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,1,Light Heavyweight,205,"Mauricio ""Shogun"" Rua",James Te Huna,1,KO/TKO  Punch,1,1:03,9,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,1,Light Heavyweight,205,James Te Huna,Mauricio Rua,0,KO/TKO  Punch,1,1:03,1,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,2,Light Heavyweight,205,Ryan Bader,Anthony Perosh,1,U-DEC,3,5:00,70,3,0,10,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,2,Light Heavyweight,205,Anthony Perosh,Ryan Bader,0,U-DEC,3,5:00,9,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,3,Heavyweight,265,Soa Palelei,Pat Barry,1,KO/TKO  Punches,1,2:09,12,1,0,2,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,3,Heavyweight,265,Pat Barry,Soa Palelei,0,KO/TKO  Punches,1,2:09,1,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,4,Middleweight,185,Clint Hester,Dylan Andrews,1,KO/TKO,2,5:00,27,1,0,3,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,4,Middleweight,185,Dylan Andrews,Clint Hester,0,KO/TKO,2,5:00,13,2,0,2,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,5,Women's Bantamweight,135,Bethe Correia,Julie Kedzie,1,S-DEC,3,5:00,65,1,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,5,Women's Bantamweight,135,Julie Kedzie,Bethe Correia,0,S-DEC,3,5:00,54,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,6,Bantamweight,135,Takeya Mizugaki,Nam Phan,1,U-DEC,3,5:00,152,3,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,6,Bantamweight,135,Nam Phan,Takeya Mizugaki,0,U-DEC,3,5:00,100,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,7,Middleweight,185,Caio Magalhaes,Nick Ring,1,U-DEC,3,5:00,32,0,0,1,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,7,Middleweight,185,Nick Ring,Caio Magalhaes,0,U-DEC,3,5:00,30,3,1,3,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,8,Flyweight,125,Richie Vaculik,Justin Scoggins,0,KO/TKO  Punches,1,4:43,2,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,8,Flyweight,125,Justin Scoggins,Richie Vaculik,1,KO/TKO  Punches,1,4:43,27,2,0,5,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,9,Middleweight,185,Bruno Santos,Krzysztof Jotko,0,U-DEC,3,5:00,12,1,1,4,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,9,Middleweight,185,Krzysztof Jotko,Bruno Santos,1,U-DEC,3,5:00,17,1,0,1,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,10,Welterweight,170,Alex Garcia,Ben Wall,1,KO/TKO  Punch,1,0:43,9,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,12/6/2013,10,Welterweight,170,Ben Wall,Alex Garcia,0,KO/TKO  Punch,1,0:43,1,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
The Ultimate Fighter 18 Finale,11/30/2013,0,Lightweight,155,Nate Diaz,Gray Maynard,1,KO/TKO  Punches,1,2:38,33,0,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,11/30/2013,0,Lightweight,155,Gray Maynard,Nate Diaz,0,KO/TKO  Punches,1,2:38,5,1,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,11/30/2013,1,Women's Bantamweight,135,Julianna Pena,Jessica Rakoczy,1,KO/TKO  Punches,1,4:59,33,2,0,4,http://www.fightmetric.com/event-details/9a967e8e43dcef63
